dept_id,dept_name,dept_category,division,dept_type,dept_age_years,location_type,team_size,reporting_structure,manager_experience_level,supervisor_experience_level,primary_function,secondary_function,creation_reason,oversight_body,reporting_lag_days,training_hours_quarterly,violations_past_3years,remediation_plan_active,executive_support,external_consulting,engagement_programs,onboarding_program,improvement_commitment,digital_systems,external_partnerships,interdept_collaboration_score,resource_availability_score,external_interactions_frequency,risk_exposure_operational,risk_exposure_financial,operational_health_index,reporting_gaps_annual,audit_score_q1,audit_score_q2,compliance_score_final,overall_risk_score,is_high_risk
DEPT-3455,Internal Controls - Alpha Region,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Large,Centralized,3.0,3.0,Operations,Other,Restructuring,External_Auditor,1.0,60.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0,65.0,70.0,70.0,20.0,0.0
DEPT-1455,Central Ethics and Compliance,Risk_Management,Regional_Operations,Support,14.0,Unknown,Large,Autonomous,0.0,4.0,Unknown,Operations,Expansion,Board_Committee,1.0,28.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,5.0,4.0,4.0,2.0,85.5,91.7,93.3,97.5,1.0
DEPT-2616,Governance - Innovation Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-6509,Internal Controls - Metro Region,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Large,Centralized,1.0,2.0,Operations,Compliance,Expansion,Internal_Audit,1.0,60.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,1.0,3.0,0.0,65.0,65.0,70.0,10.0,0.0
DEPT-2348,Global Audit Services,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Large,Centralized,3.0,2.0,Operations,Unknown,Merger,Unknown,1.0,20.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,5.0,5.0,5.0,5.0,4.0,12.0,45.0,45.0,40.0,56.0,1.0
DEPT-3120,Governance - Core Region,Financial_Reporting,Corporate_HQ,Operations,9.0,Urban,Large,Centralized,4.0,2.0,Finance,Other,Regulation,Internal_Audit,2.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,9.0,55.0,50.0,50.0,14.5,1.0
DEPT-4743,West Compliance,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-5385,Governance - Beta Region,Financial_Reporting,Corporate_HQ,Compliance,7.0,Urban,Small,Centralized,4.0,4.0,Compliance,Compliance,Restructuring,Unknown,1.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,0.0,90.0,90.0,85.0,20.0,0.0
DEPT-1584,Innovation Regulatory Affairs,Financial_Reporting,Corporate_HQ,Operations,7.0,Unknown,Large,Unknown,3.0,2.0,Operations,Operations,Regulation,Internal_Audit,2.0,20.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,5.0,2.0,1.0,1.0,2.0,10.0,40.0,35.0,40.0,45.0,1.0
DEPT-3583,Innovation Division,Financial_Reporting,Corporate_HQ,Support,8.0,Urban,Large,Centralized,2.0,2.0,Administrative,Operations,Restructuring,Internal_Audit,1.0,60.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,1.0,3.0,0.0,55.0,60.0,65.0,10.0,0.0
DEPT-9677,Ethics and Compliance - Premier Region,Financial_Reporting,Corporate_HQ,Support,8.0,Urban,Large,Centralized,3.0,3.0,Administrative,Other,Regulation,External_Auditor,1.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,3.0,1.0,1.0,3.0,8.0,55.0,60.0,70.0,14.0,0.0
DEPT-4352,Financial Controls - North Region,Risk_Management,Regional_Operations,Finance,7.0,Unknown,Small,Autonomous,3.0,1.0,Technology,Compliance,Expansion,Internal_Audit,2.0,63.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,3.0,1.0,5.0,3.0,16.0,66.2,65.7,65.6,78.0,1.0
DEPT-9975,Tactical Department,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,Large,Centralized,4.0,3.0,Compliance,Operations,Regulation,External_Auditor,2.0,80.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,3.0,6.0,45.0,55.0,55.0,13.0,1.0
DEPT-1439,Digital Business Integrity,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Large,Centralized,2.0,2.0,Other,Other,Restructuring,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,5.0,0.0,60.0,55.0,55.0,10.0,1.0
DEPT-2762,East Office,Risk_Management,Regional_Operations,Unknown,14.0,Suburban,Medium,Hybrid,3.0,3.0,Unknown,Compliance,Innovation,Internal_Audit,4.0,41.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,3.0,3.0,3.0,2.0,4.0,1.0,65.8,67.5,67.9,25.5,1.0
DEPT-9516,Advanced Risk Management,Operational_Compliance,Corporate_HQ,Legal,9.0,Urban,Small,Centralized,3.0,1.0,Other,Compliance,Expansion,Compliance_Officer,2.0,59.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,4.0,5.0,4.0,2.0,53.3,51.4,51.1,96.0,1.0
DEPT-5357,Beta Compliance,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Large,Centralized,3.0,0.0,Other,Other,Expansion,Internal_Audit,2.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,4.0,0.0,80.0,85.0,90.0,10.0,0.0
DEPT-5197,Risk Management - Central Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-9245,Internal Controls - Core Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-5329,Regional Quality Assurance,Risk_Management,Regional_Operations,Unknown,12.0,Urban,Unknown,Centralized,4.0,2.0,Legal,Operations,Unknown,Board_Committee,4.0,81.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,5.0,4.0,5.0,4.0,5.0,24.0,90.3,94.1,65.0,107.0,1.0
DEPT-1119,Central Audit Services,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Unknown,Centralized,2.0,2.0,Other,Other,Regulation,External_Auditor,2.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,3.0,2.0,55.0,60.0,70.0,11.0,0.0
DEPT-9725,Financial Controls - Strategic Region,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Large,Centralized,2.0,2.0,Other,Operations,Expansion,External_Auditor,3.0,60.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,8.0,65.0,75.0,75.0,14.0,0.0
DEPT-8407,Core Office,Operational_Compliance,Regional_Operations,Support,13.0,International,Small,Centralized,0.0,3.0,Unknown,Legal,Merger,Internal_Audit,1.0,92.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,5.0,4.0,3.0,30.0,79.5,82.2,82.8,60.0,1.0
DEPT-1856,Elite Compliance,Financial_Reporting,Corporate_HQ,Operations,8.0,Urban,Small,Centralized,3.0,1.0,Operations,Operations,Regulation,Internal_Audit,2.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0,55.0,55.0,60.0,46.0,1.0
DEPT-8747,West Risk Management,Financial_Reporting,Corporate_HQ,Operations,7.0,Remote,Unknown,Centralized,1.0,1.0,Administrative,Other,Regulation,Internal_Audit,4.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,3.0,1.0,1.0,3.0,0.0,70.0,65.0,65.0,10.0,0.0
DEPT-4431,Regional Team,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-4858,North Solutions,Financial_Reporting,Corporate_HQ,Legal,8.0,Urban,Large,Centralized,4.0,4.0,Finance,Unknown,Expansion,External_Auditor,1.0,40.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,2.0,70.0,60.0,65.0,21.0,0.0
DEPT-2257,Metro Operations,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Small,Unknown,4.0,3.0,Finance,Other,Restructuring,Unknown,1.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,3.0,1.0,3.0,5.0,6.0,60.0,60.0,60.0,23.0,0.0
DEPT-6859,Innovation Risk Management,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Large,Centralized,3.0,3.0,Other,Operations,Regulation,External_Auditor,1.0,40.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,4.0,4.0,5.0,0.0,50.0,50.0,5.0,50.0,1.0
DEPT-8933,Innovation Team,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-2035,Metro Internal Controls,Financial_Reporting,Corporate_HQ,Support,8.0,Urban,Large,Centralized,2.0,3.0,Other,Operations,Expansion,External_Auditor,1.0,80.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,1.0,3.0,2.0,10.0,80.0,80.0,80.0,25.0,0.0
DEPT-2665,West Ethics and Compliance,Risk_Management,Regional_Operations,Support,3.0,International,Small,Autonomous,3.0,0.0,Legal,Other,Regulation,External_Auditor,5.0,94.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,3.0,2.0,1.0,10.0,51.3,55.2,56.0,20.0,1.0
DEPT-4914,Business Integrity - Elite Region,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,Small,Unknown,4.0,4.0,Finance,Operations,Regulation,External_Auditor,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,5.0,0.0,60.0,65.0,60.0,20.0,0.0
DEPT-2762,Emerging Regulatory Affairs,Financial_Reporting,Corporate_HQ,Technology,7.0,Unknown,Large,Unknown,2.0,2.0,Other,Other,Restructuring,External_Auditor,2.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,4.0,4.0,2.0,3.0,4.0,8.0,40.0,40.0,45.0,29.0,1.0
DEPT-7720,Digital Internal Controls,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Large,Centralized,2.0,2.0,Operations,Operations,Restructuring,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,3.0,5.0,6.0,50.0,55.0,60.0,23.0,0.0
DEPT-7634,Legacy Governance,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-3258,Governance - North Region,Financial_Reporting,Corporate_HQ,Unknown,7.0,Remote,Small,Centralized,1.0,2.0,Unknown,Unknown,Expansion,Internal_Audit,1.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,5.0,14.0,45.0,40.0,50.0,67.0,1.0
DEPT-1355,Business Integrity - Metro Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-2607,Core Unit,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-5849,North Solutions,Financial_Reporting,Corporate_HQ,Operations,7.0,Unknown,Large,Unknown,2.0,2.0,Other,Unknown,Regulation,Unknown,2.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,5.0,2.0,1.0,2.0,1.0,0.0,60.0,65.0,65.0,10.0,1.0
DEPT-2583,Premier Team,Financial_Reporting,Corporate_HQ,Unknown,7.0,Urban,Small,Centralized,2.0,2.0,Operations,Operations,Regulation,External_Auditor,1.0,80.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,50.0,55.0,60.0,11.0,0.0
DEPT-4592,Global Department,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-1237,Central Ethics and Compliance,Financial_Reporting,Corporate_HQ,Operations,7.0,Remote,Large,Centralized,1.0,1.0,Other,Other,Restructuring,Unknown,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,60.0,70.0,75.0,11.0,0.0
DEPT-5366,Regulatory Affairs - Alpha Region,Financial_Reporting,Corporate_HQ,Support,6.0,Unknown,Unknown,Centralized,1.0,1.0,Administrative,Administrative,Regulation,Internal_Audit,1.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,50.0,55.0,55.0,32.0,1.0
DEPT-2968,Core Compliance,Financial_Reporting,Corporate_HQ,Support,5.0,Urban,Small,Autonomous,3.0,2.0,Other,Other,Restructuring,Internal_Audit,1.0,40.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,0.0,50.0,55.0,55.0,20.0,1.0
DEPT-7397,Global Financial Controls,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-5056,Innovation Hub,Financial_Reporting,Corporate_HQ,Support,9.0,Urban,Large,Centralized,4.0,4.0,Finance,Other,Expansion,Compliance_Officer,2.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,70.0,65.0,65.0,26.0,0.0
DEPT-1934,Quality Assurance - Prime Region,Financial_Reporting,Corporate_HQ,Legal,7.0,Urban,Small,Centralized,1.0,1.0,Finance,Other,Unknown,Internal_Audit,2.0,40.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,3.0,1.0,2.0,4.0,0.0,45.0,50.0,50.0,25.0,1.0
DEPT-9608,Elite Governance,Financial_Reporting,Corporate_HQ,Technology,5.0,Urban,Small,Centralized,4.0,2.0,Compliance,Other,Regulation,Internal_Audit,1.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,5.0,2.0,1.0,1.0,3.0,10.0,90.0,85.0,90.0,15.0,0.0
DEPT-2120,Central Sector,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-2308,Global Division,Financial_Reporting,Corporate_HQ,Unknown,6.0,Urban,Small,Centralized,1.0,2.0,Finance,Operations,Regulation,Internal_Audit,2.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,5.0,3.0,5.0,5.0,0.0,45.0,40.0,50.0,60.0,1.0
DEPT-1017,Core Office,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-3156,Quality Assurance - Emerging Region,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,Large,Centralized,4.0,4.0,Compliance,Finance,Expansion,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,5.0,8.0,60.0,75.0,80.0,14.0,0.0
DEPT-2239,West Internal Controls,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-6165,Digital Internal Controls,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Large,Centralized,1.0,1.0,Administrative,Other,Restructuring,Internal_Audit,2.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,2.0,1.0,4.0,5.0,2.0,60.0,65.0,65.0,26.0,0.0
DEPT-2438,Tactical Quality Assurance,Financial_Reporting,Corporate_HQ,Unknown,8.0,Remote,Unknown,Centralized,3.0,3.0,Other,Operations,Regulation,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,3.0,4.0,8.0,60.0,45.0,50.0,24.0,1.0
DEPT-1972,Tactical Compliance,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Unknown,Centralized,3.0,3.0,Other,Other,Expansion,Internal_Audit,3.0,40.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,3.0,2.0,1.0,1.0,4.0,2.0,65.0,70.0,70.0,11.0,0.0
DEPT-2502,Advanced Sector,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-5376,Innovation Process Excellence,Financial_Reporting,Corporate_HQ,Support,7.0,Unknown,Large,Centralized,3.0,2.0,Operations,Operations,Expansion,External_Auditor,1.0,40.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,45.0,40.0,50.0,45.0,1.0
DEPT-6976,Innovation Financial Controls,Financial_Reporting,Corporate_HQ,Support,8.0,Unknown,Unknown,Centralized,3.0,3.0,Other,Other,Regulation,Internal_Audit,2.0,20.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,3.0,14.0,40.0,35.0,35.0,27.0,1.0
DEPT-4384,Emerging Governance,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-2507,Process Excellence - Tactical Region,Risk_Management,Regional_Operations,Support,6.0,Unknown,Medium,Autonomous,1.0,3.0,Operations,Administrative,Expansion,Internal_Audit,1.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,5.0,5.0,1.0,1.0,2.0,86.3,79.3,71.2,72.0,1.0
DEPT-4447,Financial Controls - Elite Region,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Large,Centralized,2.0,2.0,Operations,Other,Expansion,Internal_Audit,2.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,4.0,4.0,1.0,4.0,5.0,2.0,65.0,60.0,70.0,25.0,0.0
DEPT-1329,Core Governance,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-4303,Premier Hub,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-4749,Core Ethics and Compliance,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Large,Centralized,3.0,3.0,Administrative,Other,Regulation,Internal_Audit,1.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,3.0,2.0,5.0,4.0,2.0,55.0,60.0,55.0,36.0,1.0
DEPT-9847,Global Unit,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,Small,Centralized,2.0,2.0,Operations,Finance,Expansion,Internal_Audit,1.0,80.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,4.0,1.0,1.0,4.0,2.0,55.0,60.0,60.0,11.0,0.0
DEPT-8426,Metro Unit,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Large,Centralized,2.0,2.0,Other,Other,Regulation,External_Auditor,1.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,5.0,2.0,4.0,4.0,0.0,45.0,50.0,55.0,20.0,1.0
DEPT-7830,Legacy Risk Management,Financial_Reporting,Corporate_HQ,Operations,7.0,Urban,Large,Centralized,4.0,3.0,Compliance,Other,Regulation,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,50.0,50.0,55.0,11.0,1.0
DEPT-9111,Premier Regulatory Affairs,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-8353,Audit Services - Alpha Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-7708,Global Division,Risk_Management,Corporate_HQ,Support,6.0,Urban,Large,Autonomous,0.0,0.0,Technology,Compliance,Regulation,Compliance_Officer,1.0,98.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,29.0,63.9,66.2,66.6,84.5,1.0
DEPT-4565,Regulatory Affairs - Beta Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-7900,Core Governance,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-4399,South Process Excellence,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-1233,West Process Excellence,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Small,Centralized,4.0,3.0,Operations,Other,Expansion,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,4.0,2.0,1.0,2.0,5.0,6.0,60.0,60.0,65.0,18.0,0.0
DEPT-6070,Digital Unit,Operational_Compliance,Regional_Operations,Operations,9.0,Suburban,Unknown,Centralized,4.0,0.0,Technology,Finance,Merger,Compliance_Officer,5.0,56.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,5.0,1.0,1.0,4.0,2.0,6.0,93.7,78.7,70.8,28.0,0.0
DEPT-3831,Ethics and Compliance - Emerging Region,Financial_Reporting,Corporate_HQ,Support,5.0,Urban,Small,Autonomous,4.0,2.0,Unknown,Other,Regulation,Internal_Audit,1.0,40.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,5.0,4.0,50.0,55.0,55.0,12.0,1.0
